"","gameid","playid","player","avg_speed","seconds_before_contact","ybc"
"1",18724,3758981,"Cam Akers",5.50307692307692,1.3,0
"2",18724,3758982,"Cam Akers",4.99454545454546,1.1,1
"3",18724,3758986,"Cam Akers",4.942,1,2
"4",18724,3758999,"Damien Harris",4.27636363636364,1.1,0
"5",18724,3759039,"Cam Akers",6.39958333333333,2.4,8
"6",18724,3759049,"Cam Akers",5.24904761904762,2.1,6
"7",18724,3759052,"Cam Akers",4.183,1,-3
"8",18724,3759068,"Cam Akers",6.3048,2.5,5
"9",18724,3759078,"Cam Akers",4.67222222222222,0.9,-2
"10",18724,3759100,"James White",4.08583333333333,1.2,1
"11",18724,3759137,"Cam Akers",5.18888888888889,0.9,1
"12",18724,3759140,"Darrell Henderson",6.41321428571429,2.8,2
"13",18724,3759162,"Damien Harris",6.45111111111111,2.7,9
"14",18724,3759166,"Damien Harris",4.95333333333333,1.2,1
"15",18724,3759214,"Damien Harris",3.92730769230769,2.6,4
"16",18724,3759219,"Damien Harris",5.196,1,1
"17",18724,3759223,"Damien Harris",5.74058823529412,1.7,6
"18",18724,3759228,"Sony Michel",4.58055555555556,1.8,3
"19",18724,3759242,"Damien Harris",6.583,2,2
"20",18724,3759249,"Damien Harris",5.58555555555556,0.9,1
"21",18724,3759251,"Sony Michel",4.601875,1.6,2
"22",18724,3759259,"Cam Akers",5.076,1,0
"23",18724,3759261,"Cam Akers",6.65210526315789,1.9,1
"24",18724,3759288,"Damien Harris",4.84107142857143,2.8,-3
"25",18724,3759366,"James White",7.14176470588235,5.1,4
"26",18724,3759435,"Damien Harris",5.93875,1.6,3
"27",18724,3759436,"Damien Harris",5.36461538461538,1.3,2
"28",18724,3759444,"James White",5.49590909090909,2.2,7
"29",18724,3759457,"Cam Akers",5.91857142857143,2.8,5
"30",18724,3759485,"Cam Akers",5.611,2,1
"31",18724,3759488,"Cam Akers",5.37785714285714,1.4,-2
"32",18724,3759495,"Darrell Henderson",5.3875,1.2,2
"33",18724,3759507,"Darrell Henderson",5.68761904761905,2.1,0
"34",18724,3759510,"Cam Akers",3.93909090909091,1.1,0
"35",18724,3759522,"Cam Akers",6.94275862068966,2.9,5
"36",18724,3759524,"Cam Akers",5.07857142857143,2.1,1
"37",18724,3759533,"Cam Akers",5.38583333333333,1.2,2
"38",18724,3759537,"Cam Akers",4.65,0.9,-1
"39",18724,3759556,"Sony Michel",4.24533333333333,1.5,1
"40",18724,3759570,"Cam Akers",3.01608695652174,2.3,-2
"41",18724,3759580,"Cam Akers",6.5478947368421,1.9,2
"42",18724,3759584,"Cam Akers",6.215,2.2,3
"43",18724,3759632,"Cam Akers",4.20375,1.6,-1
"44",18724,3759635,"Cam Akers",4.69769230769231,1.3,1
"45",18724,3759678,"Cam Akers",6.50944444444444,1.8,5
"46",18724,3759680,"Cam Akers",7.33777777777778,1.8,0
"47",18724,3759693,"Cam Akers",6.51733333333333,1.5,0
"48",18724,3759695,"Cam Akers",6.61166666666667,1.2,-2
"49",18724,3759697,"Robert Woods",7.7978125,3.2,-3
"50",18724,3759700,"Sony Michel",4.498,1,1
"51",18724,3759702,"Sony Michel",5.233,1,2
"52",18725,3771816,"Melvin Gordon III",7.064,3,8
"53",18725,3771825,"Melvin Gordon III",4.20928571428571,1.4,1
"54",18725,3771846,"Melvin Gordon III",5.33176470588235,1.7,1
"55",18725,3771908,"Mike Davis",4.49,1.6,0
"56",18725,3771986,"Rodney Smith",5.23230769230769,1.3,2
"57",18725,3772052,"Trenton Cannon",4.17208333333333,2.4,-2
"58",18725,3772110,"Phillip Lindsay",5.19307692307692,1.3,0
"59",18725,3772179,"Melvin Gordon III",5.75266666666667,1.5,-1
"60",18725,3772191,"Melvin Gordon III",3.86875,0.8,-1
"61",18725,3772245,"Mike Davis",4.18272727272727,2.2,-2
"62",18725,3772485,"Phillip Lindsay",5.83137931034483,2.9,0
"63",18725,3772546,"Phillip Lindsay",6.4172,2.5,5
"64",18725,3772570,"Melvin Gordon III",7.37722222222222,1.8,0
"65",18725,3772599,"Phillip Lindsay",7.614,3.5,3
"66",18725,3772614,"Phillip Lindsay",4.07416666666667,1.2,1
"67",18725,3772661,"Mike Davis",4.53733333333333,1.5,3
"68",18725,3772709,"Phillip Lindsay",5.45375,0.8,-1
"69",18725,3772792,"Melvin Gordon III",3.8747619047619,2.1,0
"70",18725,3772812,"Melvin Gordon III",5.90095238095238,2.1,6
"71",18725,3772822,"Melvin Gordon III",3.425,1.2,-1
"72",18725,3772831,"Melvin Gordon III",6.20857142857143,1.4,-1
"73",18725,3772947,"Mike Davis",3.80777777777778,3.6,7
"74",18725,3773091,"Mike Davis",6.48352941176471,1.7,1
"75",18725,3773232,"Melvin Gordon III",6.51242424242424,3.3,13
"76",18725,3773240,"Phillip Lindsay",3.50071428571429,1.4,0
"77",18725,3773290,"Mike Davis",3.4548,2.5,-1
"78",18725,3773341,"Mike Davis",5.80176470588235,1.7,5
"79",18725,3773365,"Curtis Samuel",6.96655172413793,5.8,11
"80",18725,3773378,"Mike Davis",4.705,1.8,2
"81",18725,3773417,"Phillip Lindsay",3.87571428571429,1.4,1
"82",18725,3773600,"Rodney Smith",5.7925,1.2,4
"83",18725,3773641,"Mike Davis",4.628,1.5,2
"84",18725,3773737,"Melvin Gordon III",6.14866666666667,3,6
"85",18725,3773748,"Melvin Gordon III",6.87121212121212,3.3,-5
"86",18725,3773768,"Phillip Lindsay",5.32928571428571,1.4,-2
"87",18725,3773940,"Curtis Samuel",9.00294117647059,3.4,6
"88",18725,3773958,"Mike Davis",4.59736842105263,1.9,1
"89",18725,3774136,"Phillip Lindsay",3.801,1,-1
"90",18725,3774142,"Phillip Lindsay",2.04,0.8,-4
"91",18726,3771850,"Duke Johnson Jr.",5.301,1,-1
"92",18726,3771856,"Duke Johnson Jr.",4.180625,1.6,2
"93",18726,3771888,"C.J. Prosise",2.84,1.9,0
"94",18726,3771932,"David Montgomery",6.99925925925926,2.7,10
"95",18726,3771984,"Duke Johnson Jr.",5.104,1,2
"96",18726,3772007,"Duke Johnson Jr.",5.449,1,-3
"97",18726,3772037,"Cordarrelle Patterson",6.6252,2.5,1
"98",18726,3772044,"David Montgomery",3.94214285714286,1.4,-1
"99",18726,3772212,"David Montgomery",4.05884615384615,2.6,-1
"100",18726,3772330,"Cordarrelle Patterson",4.06916666666667,2.4,2
"101",18726,3772348,"Cordarrelle Patterson",6.061,2,1
"102",18726,3772451,"Duke Johnson Jr.",4.43153846153846,1.3,2
"103",18726,3772754,"David Montgomery",5.65931034482759,2.9,7
"104",18726,3772857,"Duke Johnson Jr.",5.35666666666667,2.1,-1
"105",18726,3773060,"David Montgomery",5.05,3,6
"106",18726,3773316,"Cordarrelle Patterson",7.51125,4,13
"107",18726,3773493,"Buddy Howell",5.07933333333333,1.5,2
"108",18726,3773503,"Buddy Howell",5.04166666666667,1.2,3
"109",18726,3773515,"Buddy Howell",4.555,1,2
"110",18726,3773521,"Buddy Howell",4.13941176470588,1.7,1
"111",18726,3773552,"Buddy Howell",4.44875,1.6,2
"112",18726,3773558,"Duke Johnson Jr.",3.71090909090909,1.1,0
"113",18726,3773584,"Buddy Howell",4.77916666666667,1.2,1
"114",18726,3773602,"Duke Johnson Jr.",4.36384615384615,1.3,1
"115",18726,3773700,"Cordarrelle Patterson",7.10690476190476,4.2,-4
"116",18726,3773762,"Buddy Howell",3.08333333333333,2.4,2
"117",18726,3773838,"David Montgomery",5.33214285714286,1.4,0
"118",18726,3773858,"Javon Wims",7.8228125,3.2,-1
"119",18726,3773873,"Darnell Mooney",8.2759375,3.2,5
"120",18726,3773880,"David Montgomery",6.52,1.5,-2
"121",18726,3773928,"Buddy Howell",3.4175,1.2,0
"122",18726,3773978,"David Montgomery",5.54607142857143,2.8,3
"123",18726,3774182,"David Montgomery",5.268,2,0
"124",18726,3774196,"Cordarrelle Patterson",5.37764705882353,1.7,1
"125",18726,3774203,"Cordarrelle Patterson",4.99333333333333,2.1,-2
"126",18726,3774213,"David Montgomery",4.07842105263158,1.9,1
"127",18726,3774280,"Buddy Howell",4.39357142857143,1.4,-1
"128",18726,3774292,"Buddy Howell",4.07178571428571,2.8,2
"129",18726,3774324,"Buddy Howell",2.99130434782609,2.3,1
"130",18727,3771840,"Ezekiel Elliott",4.66,1.2,0
"131",18727,3771862,"Ezekiel Elliott",4.45538461538462,1.3,0
"132",18727,3771967,"Trayveon Williams",5.07666666666667,1.2,1
"133",18727,3772001,"Trayveon Williams",5.91285714285714,1.4,4
"134",18727,3772028,"Trayveon Williams",6.7108,2.5,5
"135",18727,3772148,"Samaje Perine",4.12181818181818,1.1,1
"136",18727,3772195,"Samaje Perine",5.08833333333333,0.6,-3
"137",18727,3772222,"Samaje Perine",5.07875,0.8,0
"138",18727,3772249,"Samaje Perine",5.44071428571429,1.4,2
"139",18727,3772353,"Samaje Perine",5.18375,0.8,-1
"140",18727,3772363,"Alex Erickson",4.32079365079365,6.3,0
"141",18727,3772380,"Ezekiel Elliott",5.25714285714286,1.4,2
"142",18727,3772429,"Ezekiel Elliott",4.659,1,1
"143",18727,3772453,"Tony Pollard",6.59666666666667,1.8,-2
"144",18727,3772494,"Tony Pollard",3.64111111111111,0.9,-3
"145",18727,3772504,"Tony Pollard",4.931,1,-1
"146",18727,3772543,"Ezekiel Elliott",5.148,1.5,1
"147",18727,3772587,"Ezekiel Elliott",3.44058823529412,1.7,0
"148",18727,3772644,"Trayveon Williams",6.46058823529412,1.7,4
"149",18727,3772658,"Trayveon Williams",4.38125,0.8,-1
"150",18727,3772702,"Trayveon Williams",4.4075,1.6,2
"151",18727,3772749,"Trayveon Williams",5.5425,1.6,4
"152",18727,3772768,"Trayveon Williams",5.80153846153846,1.3,2
"153",18727,3773030,"CeeDee Lamb",6.09,0.9,-4
"154",18727,3773037,"Ezekiel Elliott",4.66916666666667,1.2,-2
"155",18727,3773050,"Ezekiel Elliott",4.63363636363636,1.1,0
"156",18727,3773095,"Giovani Bernard",4.21928571428571,1.4,2
"157",18727,3773112,"Giovani Bernard",5.40933333333333,1.5,0
"158",18727,3773195,"Tony Pollard",4.466,1,-1
"159",18727,3773208,"Tony Pollard",8.10588235294118,3.4,13
"160",18727,3773226,"Tony Pollard",4.60666666666667,0.9,-2
"161",18727,3773234,"Tony Pollard",4.82,0.9,-1
"162",18727,3773333,"Giovani Bernard",2.96333333333333,1.5,1
"163",18727,3773420,"Ezekiel Elliott",5.43333333333333,1.5,3
"164",18727,3773444,"Tony Pollard",3.86178571428571,2.8,4
"165",18727,3773502,"Samaje Perine",5.646875,3.2,10
"166",18727,3773709,"Samaje Perine",4.13,1,-1
"167",18727,3773743,"Samaje Perine",4.52642857142857,1.4,0
"168",18727,3773769,"Samaje Perine",5.56333333333333,1.2,2
"169",18727,3773807,"Samaje Perine",4.59235294117647,1.7,3
