"","gameid","playid","player","avg_speed","seconds_before_contact","ybc"
"1",18772,3804570,"Devin Singletary",5.17153846153846,2.6,-3
"2",18772,3804597,"Myles Gaskin",4.11,1.1,0
"3",18772,3804623,"Myles Gaskin",3.96421052631579,1.9,2
"4",18772,3804705,"Zack Moss",4.36666666666667,1.5,1
"5",18772,3804736,"Zack Moss",5.23166666666667,1.2,0
"6",18772,3804839,"Isaiah McKenzie",7.5928,2.5,1
"7",18772,3804848,"Devin Singletary",6.51583333333333,1.2,1
"8",18772,3804913,"Myles Gaskin",3.415,1.2,-2
"9",18772,3805022,"Zack Moss",5.83666666666667,1.2,1
"10",18772,3805121,"Salvon Ahmed",5.585,0.8,0
"11",18772,3805148,"Salvon Ahmed",3.68769230769231,1.3,-1
"12",18772,3805426,"Myles Gaskin",3.43384615384615,1.3,0
"13",18772,3805507,"Myles Gaskin",4.502,1.5,1
"14",18772,3805516,"Lynn Bowden Jr.",6.59,0.6,-4
"15",18772,3805787,"Antonio Williams",5.911875,1.6,3
"16",18772,3805797,"Antonio Williams",4.822,1,-1
"17",18772,3805811,"Isaiah McKenzie",7.99,2.7,-4
"18",18772,3805876,"Myles Gaskin",5.88695652173913,2.3,5
"19",18772,3805945,"Salvon Ahmed",4.33444444444444,0.9,0
"20",18772,3805982,"Antonio Williams",5.16769230769231,1.3,0
"21",18772,3806122,"Antonio Williams",5.82888888888889,0.9,-1
"22",18772,3806131,"Antonio Williams",6.08666666666667,3,5
"23",18772,3806166,"Antonio Williams",7.69111111111111,3.6,18
"24",18772,3806241,"Antonio Williams",4.19333333333333,1.2,1
"25",18772,3806253,"Antonio Williams",4.67916666666667,1.2,1
"26",18772,3806292,"Salvon Ahmed",2.83444444444444,1.8,0
"27",18772,3806417,"Antonio Williams",4.89454545454545,1.1,0
"28",18772,3806430,"Antonio Williams",3.818,1.5,0
"29",18772,3806521,"Salvon Ahmed",4.278,2,3
"30",18772,3806691,"Antonio Williams",4.1852,2.5,-1
"31",18772,3806696,"Antonio Williams",4.675,2,1
"32",18773,3806834,"Curtis Samuel",4.92,0.8,-4
"33",18773,3806902,"Ty Montgomery",5.73363636363636,1.1,-1
"34",18773,3806920,"Tony Jones Jr.",5.268,1,0
"35",18773,3807213,"Rodney Smith",4.66,1.7,2
"36",18773,3807297,"Tony Jones Jr.",4.515,1.4,2
"37",18773,3807354,"Rodney Smith",3.41625,1.6,0
"38",18773,3807372,"Rodney Smith",4.08,1,-1
"39",18773,3807468,"Tony Jones Jr.",5.60058823529412,1.7,3
