"","gameid","playid","player","avg_speed","seconds_before_contact","ybc"
"1",8082,2322328,"Ameer Abdullah",3.432,2,0
"2",8082,2322336,"Latavius Murray",3.83555555555556,0.9,0
"3",8082,2322341,"Latavius Murray",4.08705882352941,1.7,0
"4",8082,2322348,"Jerick McKinnon",4.88523809523809,2.1,1
"5",8082,2322356,"Latavius Murray",4.91307692307692,2.6,4
"6",8082,2322358,"Latavius Murray",3.18111111111111,0.9,0
"7",8082,2322369,"Matthew Stafford",1.997,2,0
"8",8082,2322372,"Jerick McKinnon",5.655,1.2,-2
"9",8082,2322383,"Theo Riddick",7.12428571428571,2.1,3
"10",8082,2322384,"Ameer Abdullah",6.42142857142857,2.1,2
"11",8082,2322392,"Latavius Murray",4.58285714285714,1.4,0
"12",8082,2322402,"Ameer Abdullah",6.3684375,3.2,3
"13",8082,2322406,"Ameer Abdullah",3.82241379310345,2.9,2
"14",8082,2322408,"Theo Riddick",4.3605,2,3
"15",8082,2322412,"Ameer Abdullah",3.06222222222222,1.8,1
"16",8082,2322432,"Jerick McKinnon",3.35285714285714,2.1,-2
"17",8082,2322438,"Latavius Murray",4.29941176470588,1.7,1
"18",8082,2322444,"Stefon Diggs",7.71325,4,9
"19",8082,2322445,"Jerick McKinnon",5.5195,2,3
"20",8082,2322447,"Latavius Murray",4.20933333333333,1.5,2
"21",8082,2322453,"Jerick McKinnon",1.31333333333333,0.3,-6
"22",8082,2322458,"Jerick McKinnon",2.34428571428571,0.7,-4
"23",8082,2322470,"Latavius Murray",4.26464285714286,2.8,-2
"24",8082,2322474,"Jerick McKinnon",2.51230769230769,1.3,0
"25",8082,2322503,"Latavius Murray",7.27263888888889,7.2,-1
"26",8082,2322504,"Jerick McKinnon",6.38068181818182,4.4,6
"27",8082,2322507,"Jerick McKinnon",5.58909090909091,3.3,7
"28",8082,2322515,"Golden Tate",7.12090909090909,4.4,7
"29",8082,2322516,"Golden Tate",5.45105263157895,1.9,1
"30",8082,2322521,"Ameer Abdullah",6.87379310344828,2.9,0
"31",8082,2322526,"Zach Zenner",5.59903225806452,3.1,0
"32",8082,2322530,"Ameer Abdullah",4.535,1.6,-1
"33",8082,2322542,"Latavius Murray",3.836,1,0
"34",8082,2322554,"Theo Riddick",4.572,4.5,-5
"35",8082,2322564,"Theo Riddick",6.6328125,3.2,3
"36",8082,2322573,"Latavius Murray",2.92340909090909,4.4,-3
"37",8082,2322590,"Jerick McKinnon",5.09461538461538,1.3,-1
"38",8082,2322600,"Latavius Murray",4.32461538461538,1.3,-1
"39",8082,2322603,"Latavius Murray",3.96538461538462,1.3,0
"40",8082,2322605,"Jerick McKinnon",2.66,1,-3
"41",8082,2322610,"Theo Riddick",4.29736842105263,1.9,4
"42",8082,2322618,"Latavius Murray",3.984,1,0
"43",8082,2322620,"Jerick McKinnon",3.4121875,3.2,-1
"44",8082,2322624,"Jerick McKinnon",4.81727272727273,3.3,-5
"45",8082,2322628,"Latavius Murray",3.44947368421053,1.9,-2
"46",8082,2322630,"Latavius Murray",5.1605,2,-2
"47",8082,2322647,"Latavius Murray",3.78928571428571,1.4,0
"48",8082,2322649,"Latavius Murray",4.36909090909091,1.1,0
"49",8082,2322651,"Latavius Murray",3.73466666666667,1.5,-2
"50",8083,2322660,"Alfred Morris",2.65818181818182,1.1,-1
"51",8083,2322662,"Ryan Switzer",7.321,1,-4
"52",8083,2322684,"Alfred Morris",5.162,1.5,1
"53",8083,2322686,"Alfred Morris",3.555625,1.6,1
"54",8083,2322687,"Rod Smith",4.53272727272727,1.1,1
"55",8083,2322690,"Alfred Morris",5.8305,2,2
"56",8083,2322696,"Alfred Morris",2.7,1.5,1
"57",8083,2322714,"Austin Ekeler",2.30181818181818,1.1,0
"58",8083,2322723,"Rod Smith",3.23428571428571,1.4,1
"59",8083,2322725,"Rod Smith",3.90928571428571,1.4,0
"60",8083,2322728,"Rod Smith",7.39176470588235,3.4,1
"61",8083,2322731,"Rod Smith",3.58533333333333,1.5,4
"62",8083,2322742,"Austin Ekeler",3.65071428571429,1.4,2
"63",8083,2322744,"Austin Ekeler",3.28307692307692,1.3,1
"64",8083,2322761,"Austin Ekeler",5.94761904761905,2.1,-3
"65",8083,2322820,"Alfred Morris",3.27066666666667,1.5,1
"66",8083,2322826,"Alfred Morris",3.424,2.5,-1
"67",8083,2322828,"Alfred Morris",3.69083333333333,1.2,1
"68",8083,2322854,"Alfred Morris",4.74166666666667,1.8,2
"69",8083,2322862,"Rod Smith",3.207,1,0
"70",8083,2322868,"Rod Smith",4.63615384615385,1.3,2
"71",8083,2322873,"Rod Smith",4.33153846153846,1.3,2
"72",8083,2322875,"Rod Smith",3.43727272727273,1.1,1
"73",8083,2322883,"Travis Benjamin",8.0009375,3.2,6
"74",8083,2322940,"Austin Ekeler",4.87684210526316,1.9,4
"75",8083,2322942,"Austin Ekeler",3.6,1.1,0
"76",8084,2323044,"Orleans Darkwa",5.12833333333333,1.2,3
"77",8084,2323058,"Samaje Perine",3.77363636363636,1.1,-1
"78",8084,2323063,"Samaje Perine",2.34636363636364,1.1,0
"79",8084,2323067,"Orleans Darkwa",3.96133333333333,1.5,1
"80",8084,2323072,"Orleans Darkwa",3.58166666666667,2.4,2
"81",8084,2323111,"Shane Vereen",3.04121951219512,4.1,4
"82",8084,2323115,"Samaje Perine",4.5,1.2,-2
"83",8084,2323135,"Samaje Perine",5.56263157894737,1.9,-1
"84",8084,2323156,"Wayne Gallman",6.7215,2,6
