"","gameid","playid","player","avg_speed","seconds_before_contact","ybc"
"1",9370,2572782,"Bilal Powell",6.83035714285714,2.8,3
"2",9370,2572815,"Carlos Hyde",7.56263157894737,1.9,3
"3",9370,2572828,"Isaiah Crowell",3.83909090909091,1.1,-1
"4",9370,2572836,"Isaiah Crowell",6.24466666666667,1.5,0
"5",9370,2572861,"Bilal Powell",7.38441176470588,3.4,5
"6",9370,2572875,"Bilal Powell",5.555,1.4,-1
"7",9370,2572887,"Carlos Hyde",6.47342857142857,3.5,14
"8",9370,2572891,"Carlos Hyde",4.88944444444444,1.8,3
"9",9370,2572895,"Carlos Hyde",5.77642857142857,1.4,2
"10",9370,2572904,"Isaiah Crowell",4.91545454545455,1.1,-3
"11",9370,2572909,"Isaiah Crowell",6.25851851851852,2.7,4
"12",9370,2572919,"Carlos Hyde",5.57,1.2,1
"13",9370,2572940,"Bilal Powell",4.15157894736842,1.9,1
"14",9370,2572945,"Bilal Powell",7.4832,2.5,7
"15",9370,2572948,"Bilal Powell",5.1345,2,3
"16",9370,2572955,"Isaiah Crowell",7.16758620689655,2.9,3
"17",9370,2572959,"Isaiah Crowell",5.66769230769231,1.3,-2
"18",9370,2572968,"Isaiah Crowell",6.16923076923077,2.6,0
"19",9370,2572972,"Isaiah Crowell",3.76888888888889,1.8,1
"20",9370,2572975,"Isaiah Crowell",5.88652173913044,2.3,1
"21",9370,2573003,"Nick Chubb",5.10928571428571,2.8,-1
"22",9370,2573009,"Carlos Hyde",3.24842105263158,1.9,-2
"23",9370,2573015,"Carlos Hyde",4.30692307692308,1.3,6
"24",9370,2573017,"Duke Johnson Jr.",6.82133333333333,1.5,3
"25",9370,2573041,"Bilal Powell",6.83764705882353,1.7,-4
"26",9370,2573042,"Isaiah Crowell",4.76285714285714,2.1,-2
"27",9370,2573049,"Isaiah Crowell",5.12894736842105,1.9,-2
"28",9370,2573132,"Isaiah Crowell",3.87125,0.8,-3
