"","gameid","playid","player","avg_speed","seconds_before_contact","ybc"
"1",13868,3204563,"Dalvin Cook",4.94421052631579,1.9,2
"2",13868,3204589,"Adrian Peterson",6.46368421052632,1.9,2
"3",13868,3204590,"Adrian Peterson",5.725,1.4,2
"4",13868,3204592,"Adrian Peterson",4.00615384615385,1.3,0
"5",13868,3204619,"Dalvin Cook",5.1925,1.2,1
"6",13868,3204624,"Alexander Mattison",5.16285714285714,2.1,-1
"7",13868,3204649,"Adrian Peterson",4.34133333333333,1.5,1
"8",13868,3204655,"Adrian Peterson",4.51764705882353,1.7,2
"9",13868,3204666,"Adrian Peterson",5.69333333333333,1.2,2
"10",13868,3204673,"Wendell Smallwood",5.7375,1.6,-6
"11",13868,3204685,"Adrian Peterson",4.7775,0.8,-2
"12",13868,3204708,"Dalvin Cook",6.52322580645161,3.1,2
"13",13868,3204711,"Dalvin Cook",6.18,1.3,2
"14",13868,3204716,"Dalvin Cook",5.76769230769231,1.3,1
"15",13868,3204728,"Alexander Mattison",6.879375,1.6,4
"16",13868,3204731,"Dalvin Cook",5.61263157894737,1.9,2
"17",13868,3204739,"Dalvin Cook",6.74,2.7,8
"18",13868,3204789,"Adrian Peterson",4.41892857142857,2.8,-2
"19",13868,3204820,"Alexander Mattison",4.06555555555556,0.9,1
"20",13868,3204821,"Alexander Mattison",5.66818181818182,1.1,1
"21",13868,3204824,"Dalvin Cook",4.33,1.4,3
"22",13868,3204853,"Adrian Peterson",2.90222222222222,1.8,-1
"23",13868,3204883,"Dalvin Cook",4.70823529411765,1.7,1
"24",13868,3204888,"Dalvin Cook",4.87071428571429,1.4,1
"25",13868,3204897,"Dalvin Cook",4.28833333333333,1.2,-2
"26",13868,3204900,"Dalvin Cook",6.76606060606061,3.3,0
"27",13868,3204918,"Adrian Peterson",5.15533333333333,1.5,2
"28",13868,3204920,"Adrian Peterson",5.62466666666667,1.5,3
"29",13868,3204930,"Alexander Mattison",6.62727272727273,1.1,1
"30",13868,3204933,"Alexander Mattison",6.13076923076923,1.3,0
"31",13868,3204944,"Adrian Peterson",4.55214285714286,1.4,0
"32",13868,3204951,"Dalvin Cook",7.3175,3.6,9
"33",13868,3204956,"Dalvin Cook",5.601,1,-1
"34",13868,3204960,"Dalvin Cook",7.8262962962963,2.7,2
"35",13868,3204987,"Dalvin Cook",5.403125,1.6,1
"36",13868,3204994,"Dalvin Cook",4.53533333333333,1.5,-1
"37",13868,3205004,"Dalvin Cook",2.7224,2.5,2
"38",13868,3205016,"Adrian Peterson",4.586,1.5,1
"39",13868,3205017,"Adrian Peterson",4.08733333333333,1.5,0
"40",13868,3205033,"Dalvin Cook",5.159375,1.6,4
"41",13868,3205034,"Dalvin Cook",4.73714285714286,0.7,-3
"42",13868,3205037,"Dalvin Cook",7.35444444444444,1.8,-1
"43",13868,3205039,"Dalvin Cook",6.06526315789474,1.9,3
"44",13868,3205043,"Alexander Mattison",5.68555555555556,0.9,-1
"45",13868,3205046,"Dalvin Cook",5.48529411764706,1.7,3
"46",13868,3205083,"Wendell Smallwood",6.43739130434783,2.3,7
"47",13869,3223649,"Chris Carson",5.16875,0.8,-5
"48",13869,3223656,"Chris Carson",4.6475,0.8,2
"49",13869,3223681,"Rashaad Penny",4.93363636363636,1.1,1
"50",13869,3223773,"Devonta Freeman",5.285,1.2,-4
"51",13869,3223792,"Devonta Freeman",4.45666666666667,0.9,-3
"52",13869,3223829,"Devonta Freeman",4.47785714285714,1.4,0
"53",13869,3223877,"Chris Carson",4.78333333333333,1.8,-3
"54",13869,3223889,"Chris Carson",5.095625,1.6,1
"55",13869,3223914,"Chris Carson",5.913125,1.6,3
"56",13869,3223926,"Chris Carson",3.288,1.5,-1
"57",13869,3224027,"Devonta Freeman",7.60769230769231,2.6,-2
"58",13869,3224078,"Devonta Freeman",6.59555555555556,1.8,1
"59",13869,3224110,"Kenjon Barner",4.06,1,0
"60",13869,3224198,"Rashaad Penny",5.38272727272727,3.3,8
"61",13869,3224215,"Rashaad Penny",7.19119047619048,4.2,15
"62",13869,3224248,"Chris Carson",5.45807692307692,2.6,3
"63",13869,3224264,"Chris Carson",4.301,1,1
"64",13869,3224330,"Devonta Freeman",4.31857142857143,1.4,1
"65",13869,3224437,"David Moore",6.7903125,3.2,-1
"66",13869,3224479,"Chris Carson",4.88153846153846,1.3,-1
"67",13869,3224493,"Chris Carson",6.4675,1.6,0
"68",13869,3224527,"Chris Carson",3.61692307692308,1.3,1
"69",13869,3224560,"Rashaad Penny",8.02,3.7,11
"70",13869,3224576,"Rashaad Penny",5.27722222222222,1.8,2
"71",13869,3224673,"Devonta Freeman",6.53806451612903,3.1,7
"72",13869,3224751,"Chris Carson",4.47352941176471,1.7,0
"73",13869,3224836,"Chris Carson",5.1,1.2,1
"74",13869,3224897,"Chris Carson",4.70285714285714,1.4,1
"75",13869,3225222,"Devonta Freeman",6.7437037037037,2.7,1
"76",13869,3225276,"Devonta Freeman",5.45384615384615,1.3,-2
"77",13869,3225298,"Devonta Freeman",6.21761904761905,2.1,2
"78",13869,3225313,"Brian Hill",6.62166666666667,1.2,8
"79",13869,3225348,"Chris Carson",3.11428571428571,2.1,0
"80",13869,3225363,"Chris Carson",5.0595,2,-1
"81",13869,3225453,"Devonta Freeman",5.648,2,-4
"82",13869,3225514,"Devonta Freeman",5.846,1,0
"83",13869,3225523,"Brian Hill",5.22388888888889,1.8,0
"84",13869,3225536,"Brian Hill",4.79454545454545,1.1,0
"85",13869,3225605,"Chris Carson",4.576,1,-2
"86",13869,3225635,"Chris Carson",5.11833333333333,0.6,-1
"87",13869,3225692,"Devonta Freeman",4.28277777777778,1.8,2
