"","...1","player_name","gameid","playid","avg_speed","max_speed"
"79",79,"Stephon Gilmore",9344,2534213,2.28973451327434,5.61
"80",80,"Steven Nelson",9347,2536448,1.58649572649573,3.91
"81",81,"Tashaun Gipson Sr.",9345,2533502,2.55675925925926,5.88
"82",82,"Tavon Young",9346,2533924,4.34755102040816,7.19
"83",83,"Terrell Edmunds",9339,2533988,1.91654471544715,5.44
"84",84,"Terrell Edmunds",9339,2534472,3.28801886792453,5.53
"85",85,"Trae Waynes",9342,2531416,2.66735294117647,7.23
"86",86,"Tre Boston",9349,2534437,2.29666666666667,4.68
"87",87,"Trevor Williams",9347,2535326,3.57358208955224,9.34
"88",88,"Trevor Williams",9347,2535339,2.45347457627119,6.48
"89",89,"Trevor Williams",9347,2535397,2.98245398773006,8.45
"90",90,"William Jackson",9340,2532364,3.32677419354839,7
"91",1,"A.J. Bouye",9367,2567688,2.89887218045113,6.38
"92",2,"A.J. Bouye",9367,2568813,2.12440789473684,4.76
"93",3,"Adrian Colbert",9365,2568415,4.62173228346457,8.16
"94",4,"Adrian Colbert",9365,2568461,2.9509900990099,5.41
"95",5,"Adrian Phillips",9356,2566473,2.73953488372093,4.84
"96",6,"Ahkello Witherspoon",9365,2566771,3.00090361445783,7.18
"97",7,"Ahkello Witherspoon",9365,2567939,2.67517587939698,7.13
"98",8,"Ahkello Witherspoon",9365,2568051,6.95099099099099,9.75
"99",9,"Ahkello Witherspoon",9365,2568079,4.74340425531915,9.12
"100",10,"Akeem King",9369,2571537,3.87369047619048,6.43
"101",11,"Bobby McCain",9359,2565798,1.9724,5.99
"102",12,"Brandon Carr",9354,2542824,2.71652777777778,8.31
"103",13,"Brandon Carr",9354,2543198,2.22404761904762,7.25
"104",14,"Byron Jones",9368,2569069,2.17865030674847,6.67
"105",15,"Casey Hayward Jr.",9356,2564876,3.87967105263158,9.55
"106",16,"Casey Hayward Jr.",9356,2565870,3.56544303797468,7.39
"107",17,"Casey Hayward Jr.",9356,2566473,3.67104651162791,7.03
"108",18,"Chris Conte",9362,2565125,2.89573529411765,7.75
"109",19,"Dane Cruikshank",9360,2566666,3.50687150837989,5.46
"110",20,"Darian Stewart",9366,2568464,4.67931034482759,8.88
"111",21,"Darius Slay",9365,2567131,3.87912698412698,7.82
"112",22,"De'Vondre Campbell",9355,2566427,2.05122448979592,5.73
"113",23,"Derwin James",9356,2566455,2.7560162601626,4.91
"114",24,"Eric Murray",9361,2563747,3.23432835820896,7.16
"115",25,"Eric Murray",9361,2566503,1.82769841269841,8.26
"116",26,"Eric Murray",9361,2566527,2.7188275862069,7.24
"117",27,"Harrison Smith",9357,2564698,2.2568,5.92
"118",28,"Jamar Taylor",9364,2566856,2.48364341085271,7.62
"119",29,"Jamar Taylor",9364,2567602,3.31809885931559,7.08
"120",30,"James Bradberry",9355,2565860,3.42714285714286,8.23
"121",31,"Jaquiski Tartt",9365,2568079,4.01276595744681,9.19
"122",32,"Jaquiski Tartt",9365,2568232,3.00108695652174,5.66
"123",33,"Jason McCourty",9367,2568293,2.36921052631579,7.93
"124",34,"Jason McCourty",9367,2568551,3.32856164383562,8.79
"125",35,"Jeff Heath",9368,2569506,2.24261627906977,7.46
"126",36,"Jeff Heath",9368,2569517,2.50323308270677,8.29
"127",37,"Jimmie Ward",9365,2568415,5.13157480314961,8.24
"128",38,"Jordan Whitehead",9362,2566679,2.85433628318584,3.89
"129",39,"Jordan Whitehead",9362,2566696,2.76851973684211,5.41
"130",40,"Justin Evans",9362,2566199,2.2425855513308,8.52
"131",41,"Justin Evans",9362,2566696,3.02075657894737,5.06
"132",42,"Kavon Frazier",9368,2568891,2.97478787878788,6.15
"133",43,"Kavon Frazier",9368,2568895,3.5927619047619,7.63
"134",44,"Kenny Vaccaro",9360,2566649,2.03135135135135,5.91
"135",45,"Kenny Vaccaro",9360,2566666,3.46351955307263,7.04
"136",46,"Kentrell Brice",9357,2565465,2.64076923076923,7.69
"137",47,"Kevin Byard",9360,2566666,3.51067039106145,6.4
"138",48,"Logan Ryan",9360,2566666,4.34335195530726,7.65
"139",49,"Mackensie Alexander",9357,2566489,1.25061403508772,5.1
"140",50,"Malcolm Butler",9360,2566666,4.12050279329609,8.67
"141",51,"Marcus Williams",9358,2566465,2.24877551020408,3.7
"142",52,"Marcus Williams",9362,2566392,1.22473945409429,6.21
"143",53,"Marcus Williams",9362,2566409,1.22473945409429,6.21
"144",54,"Mike Evans",9362,2566696,2.00723684210526,5.96
"145",55,"Mike Hughes",9357,2565731,1.96340277777778,7.33
"146",56,"Morris Claiborne",9359,2564577,3.20064516129032,7.19
"147",57,"Nevin Lawson",9365,2567376,1.28132854578097,4.06
"148",58,"Pierre Desir",9363,2566046,2.27634831460674,6.9
"149",59,"Pierre Desir",9363,2566889,3.12691489361702,6.91
"150",60,"Pierre Desir",9363,2566997,2.62407407407407,6.11
"151",61,"Prince Amukamara",9369,2571280,2.11926229508197,7.24
"152",62,"Prince Amukamara",9369,2571336,1.5774609375,5.57
"153",63,"Prince Amukamara",9369,2571354,3.7,7.47
"154",64,"Prince Amukamara",9369,2571445,3.9768085106383,7.52
"155",65,"Prince Amukamara",9369,2571549,3.1027358490566,6.41
"156",66,"Prince Amukamara",9369,2571631,2.48535353535354,7.26
"157",67,"Prince Amukamara",9369,2571742,2.51068376068376,5.46
"158",68,"Prince Amukamara",9369,2571746,2.22930693069307,4.35
"159",69,"Quinton Dunbar",9363,2564658,2.08646048109966,8.39
"160",70,"Reggie Nelson",9366,2567599,4.35724867724868,7.33
"161",71,"Reshad Jones",9359,2564497,3.76438461538462,6.18
"162",72,"Reshad Jones",9359,2565508,3.53131782945736,6.88
"163",73,"Robert Alford",9355,2563973,3.61978260869565,7.53
"164",74,"Robert Alford",9355,2564009,4.51738317757009,8.89
"165",75,"Robert Alford",9355,2564199,3.47153846153846,7.73
"166",76,"Robert Alford",9355,2564599,2.77174418604651,4.83
"167",77,"Robert Alford",9355,2565293,4.06204545454545,8.22
"168",78,"Robert Alford",9355,2565376,3.28425742574257,7.45
"169",79,"Robert Alford",9355,2566004,2.46638461538462,6.34
"170",80,"Robert Alford",9355,2566318,3.06384615384615,6.94
"171",81,"Robert Alford",9355,2566365,2.739375,7.51
"172",82,"Robert Alford",9355,2566379,3.09117647058824,6.87
"173",83,"Ronald Darby",9362,2564966,2.04456692913386,5.28
"174",84,"Ryan Smith",9362,2565113,3.97256944444444,7.97
"175",85,"Ryan Smith",9362,2566035,3.11474452554745,8.49
"176",86,"Steven Nelson",9361,2564956,2.41555084745763,8.26
"177",87,"Steven Nelson",9361,2565010,1.53121428571429,8.19
"178",88,"Steven Nelson",9361,2566503,1.59859788359788,6.53
"179",89,"Steven Nelson",9361,2566527,2.22296551724138,5.75
"180",90,"Tony McRae",9354,2543515,2.93098901098901,6.37
"181",91,"Tony McRae",9354,2543520,1.38702702702703,3.27
"182",92,"Tramaine Brock",9366,2568464,4.0035632183908,8.85
"183",93,"Tramon Williams",9357,2566350,2.68352941176471,7.78
"184",94,"Tramon Williams",9357,2566747,4.0204,7.99
"185",95,"Trevor Williams",9356,2564352,3.52632911392405,6.29
"186",96,"Trevor Williams",9356,2565751,2.89006134969325,5.98
"187",97,"Trevor Williams",9356,2565898,2.45517799352751,8.81
"188",98,"William Jackson",9354,2543220,2.38130434782609,6.76
"189",99,"William Jackson",9354,2543331,4.01374269005848,9.79
"190",1,"Adrian Amos Jr.",9382,2598665,3.22990654205607,4.71
"191",2,"Andrew Sendejo",9377,2596104,2.22504854368932,6.81
"192",3,"B.W. Webb",9373,2595818,3.29878453038674,6.93
"193",4,"B.W. Webb",9373,2597081,4.88046511627907,10.33
"194",5,"Corey Graham",9378,2597152,1.83226519337017,3.92
"195",6,"Coty Sensabaugh",9385,2600385,4.51423728813559,9.37
"196",7,"Coty Sensabaugh",9385,2600511,2.98788732394366,8.25
"197",8,"Coty Sensabaugh",9385,2600518,2.64281914893617,7.34
"198",9,"Curtis Riley",9373,2597106,1.94546153846154,4.74
"199",10,"D.J. Swearinger Sr.",9380,2596692,2.30520304568528,8.23
"200",11,"Damarious Randall",9370,2573422,2.49828282828283,7.14
"201",12,"Donte Jackson",9372,2597265,1.86536585365854,4.15
"202",13,"Donte Jackson",9372,2597280,2.08925,5.03
"203",14,"Donte Jackson",9372,2597298,2.96558139534884,5.48
"204",15,"Doug Middleton",9370,2573011,3.65903225806452,5.81
"205",16,"Doug Middleton",9370,2573013,4.14818181818182,7.75
"206",17,"Earl Thomas",9383,2598643,2.1740251572327,4.8
"207",18,"Eric Murray",9375,2594550,2.28070588235294,4.63
"208",19,"Eric Murray",9375,2595057,1.86246073298429,5.72
"209",20,"Eric Weddle",9379,2595686,3.57166666666667,5.45
"210",21,"Jabrill Peppers",9370,2573418,2.88846846846847,5.57
"211",22,"James Bradberry",9372,2594977,3.22870588235294,6.01
"212",23,"James Bradberry",9372,2596812,1.51865384615385,2.92
"213",24,"Janoris Jenkins",9373,2594391,2.74505154639175,6.61
"214",25,"Jimmie Ward",9375,2594324,3.4212030075188,7.6
"215",26,"Jimmie Ward",9375,2594803,0.987886977886978,7.03
"216",27,"Jimmie Ward",9375,2595181,2.48043956043956,8.73
"217",28,"Jimmie Ward",9375,2597411,1.70219081272085,6.95
"218",29,"Justin Evans",9385,2600374,2.6391341991342,7.25
"219",30,"Justin Evans",9385,2600496,3.0652808988764,5.33
"220",31,"Justin Evans",9385,2600548,4.57598290598291,6.94
"221",32,"Justin Simmons",9379,2596122,1.48841530054645,5.3
"222",33,"K'Waun Williams",9375,2594803,1.59262899262899,8.11
"223",34,"Kenny Vaccaro",9374,2596962,2.29666666666667,5.68
"224",35,"Kenny Vaccaro",9374,2596998,1.8020253164557,2.74
"225",36,"Kenny Vaccaro",9374,2597006,3.48738095238095,6.29
"226",37,"Landon Collins",9373,2597072,2.10851612903226,4.72
"227",38,"Logan Ryan",9374,2595478,3.98387931034483,8.32
"228",39,"Malcolm Butler",9374,2596416,4.39727272727273,7.45
"229",40,"Malcolm Jenkins",9378,2597084,1.69016393442623,4.82
"230",41,"Malcolm Jenkins",9378,2597107,1.80064705882353,5.54
"231",42,"Malcolm Jenkins",9378,2597118,1.49754189944134,3.66
"232",43,"Malcolm Jenkins",9378,2597125,1.50517587939698,3.71
"233",44,"Malcolm Jenkins",9378,2597135,1.48697674418605,4.47
"234",45,"Malcolm Jenkins",9378,2597143,1.47636363636364,3.72
"235",46,"Malik Hooker",9378,2594434,1.14854166666667,5.06
"236",47,"Marcus Williams",9371,2594425,2.88727272727273,5.24
"237",48,"Marshon Lattimore",9371,2594125,2.90345679012346,6.07
"238",49,"Marshon Lattimore",9371,2594165,3.38435714285714,8.02
"239",50,"Micah Hyde",9377,2595446,2.96574074074074,5.43
"240",51,"Micah Hyde",9377,2596945,1.80307692307692,2.97
"241",52,"Micah Hyde",9377,2597035,2.55285714285714,5.72
"242",53,"Micah Hyde",9377,2597043,3.26088888888889,5.99
"243",54,"Micah Hyde",9377,2597055,2.67677419354839,6.03
"244",55,"Morris Claiborne",9370,2572819,3.8746875,8.45
"245",56,"Morris Claiborne",9370,2573177,3.43114457831325,8.04
"246",57,"Morris Claiborne",9370,2573186,5.43637254901961,8.46
"247",58,"Morris Claiborne",9370,2573369,2.74817204301075,5.43
"248",59,"Nevin Lawson",9384,2598828,2.37945945945946,5.87
"249",60,"Nevin Lawson",9384,2599399,1.4984,6.93
"250",61,"Nevin Lawson",9384,2599451,2.83618556701031,5.86
"251",62,"Pierre Desir",9378,2594434,1.7023125,6.41
"252",63,"Pierre Desir",9378,2595113,2.16335195530726,6.49
"253",64,"Pierre Desir",9378,2595329,2.82900826446281,6.5
"254",65,"Pierre Desir",9378,2595381,3.05234848484848,6.88
"255",66,"Pierre Desir",9378,2596549,1.76616,6.33
"256",67,"Pierre Desir",9378,2596568,3.03748603351955,7.59
"257",68,"Pierre Desir",9378,2596652,3.26923664122137,6.73
"258",69,"Pierre Desir",9378,2596717,3.34769230769231,6.68
"259",70,"Quinton Dunbar",9380,2595092,4.26338983050847,7.37
"260",71,"Quinton Dunbar",9380,2595629,3.05831578947368,5.51
"261",72,"Quinton Dunbar",9380,2596292,1.84729166666667,5.36
"262",73,"Quinton Dunbar",9380,2596692,1.76261421319797,5.73
"263",74,"Quinton Dunbar",9380,2597261,1.64340909090909,5.06
"264",75,"Rafael Bush",9377,2597055,2.97537634408602,5.44
"265",76,"Rashaan Gaulden",9372,2597298,1.29875968992248,3.19
"266",77,"Robert Alford",9371,2594559,3.88280991735537,8.14
"267",78,"Robert Alford",9371,2597221,3.48595041322314,8.03
"268",79,"Ronald Darby",9378,2597084,2.62902912621359,7.68
"269",80,"Ronald Darby",9378,2597125,1.71145728643216,5.83
"270",81,"Ryan Lewis",9377,2596725,3.24673684210526,5.63
"271",82,"Shaq Thompson",9372,2597298,2.44395348837209,5.69
"272",83,"Stephon Gilmore",9384,2598932,1.49395402298851,8.47
"273",84,"Tarvarius Moore",9375,2596537,2.6641095890411,8.35
"274",85,"Terrance Mitchell",9370,2572791,3.25127118644068,5.07
"275",86,"Terrance Mitchell",9370,2573148,3.15577981651376,7.42
"276",87,"Terrance Mitchell",9370,2573304,2.40147651006711,6.74
"277",88,"Terrance Mitchell",9370,2573402,3.17324561403509,6.95
"278",89,"Terrance Mitchell",9370,2573407,1.88439306358382,4.33
"279",90,"Terrance Mitchell",9370,2573422,3.87424242424242,7.52
"280",91,"Tramon Williams",9380,2595356,2.92849315068493,7.73
"281",92,"Tramon Williams",9380,2596834,3.9453125,7.61
"282",93,"Tre Flowers",9383,2598538,2.91080882352941,7.04
"283",94,"Tre Flowers",9383,2598630,3.06613636363636,7.49
"284",95,"Tre Flowers",9383,2598643,2.9151572327044,6.7
"285",96,"Tre'Davious White",9377,2596369,2.01239316239316,8.35
"286",97,"Tre'Davious White",9377,2597035,3.37902255639098,6.93
"287",98,"Tre'Davious White",9377,2597055,2.6447311827957,3.93
"288",99,"William Jackson",9372,2595108,3.29,7.33
"289",100,"Xavier Rhodes",9377,2594608,5.21131034482759,7.52
"290",101,"Xavier Rhodes",9377,2595072,3.95333333333333,7.4
"291",1,"A.J. Bouye",9392,2621791,3.33533333333333,6.02
"292",2,"A.J. Bouye",9392,2623482,3.02789473684211,8.87
"293",3,"A.J. Bouye",9392,2624179,5.41181818181818,8.62
"294",4,"A.J. Bouye",9392,2624348,2.08352644836272,6.57
"295",5,"Adrian Amos Jr.",9388,2624248,2.73692307692308,5.36
"296",6,"Adrian Amos Jr.",9388,2624259,2.45371212121212,3.71
"297",7,"B.W. Webb",9397,2624636,2.91457627118644,6.35
"298",8,"Bradley Roby",9400,2627576,4.51663716814159,9.34
"299",9,"Bradley Roby",9400,2627688,2.70937007874016,4.22
"300",10,"Bradley Roby",9400,2627804,2.7689247311828,7.7
"301",11,"Bradley Roby",9400,2627837,1.9375,7.18
"302",12,"Brandon Carr",9399,2626474,3.74615384615385,8.08
"303",13,"Carlton Davis",9388,2621750,3.7940404040404,8.58
"304",14,"Carlton Davis",9388,2622476,2.95654929577465,7.49
"305",15,"Chris Milton",9389,2624671,3.7924427480916,6.92
"306",16,"Clayton Fejedelem",9387,2624483,2.30940298507463,6.18
"307",17,"Coty Sensabaugh",9399,2626379,3.42896907216495,5.9
"308",18,"DeAndre Hopkins",9389,2624699,1.72021390374332,6.09
"309",19,"Duron Harmon",9393,2623218,1.25800796812749,4.43
"310",20,"Duron Harmon",9393,2623232,2.49353982300885,5.4
"311",21,"Eric Weddle",9399,2626474,3.14948717948718,7.38
"312",22,"Gareon Conley",9396,2625428,3.28285714285714,7.95
"313",23,"Gareon Conley",9396,2625937,2.63067961165049,6.66
"314",24,"Ha Ha Clinton-Dix",9391,2622030,2.83775,4.91
"315",25,"J.C. Jackson",9393,2623218,2.0107171314741,6.96
"316",26,"Jessie Bates",9387,2624465,1.89273684210526,5.46
"317",27,"Jessie Bates",9387,2624483,2.14537313432836,6.21
"318",28,"Johnathan Joseph",9389,2622472,3.101015625,7.71
"319",29,"Justin Evans",9388,2622435,1.70504643962848,6.93
"320",30,"Justin Reid",9389,2624699,1.22727272727273,2.65
"321",31,"Kareem Jackson",9389,2623198,3.17580952380952,6.53
"322",32,"Kareem Jackson",9389,2624699,1.89850267379679,5.12
"323",33,"Ken Crawley",9397,2625208,5.40108949416342,9.39
"324",34,"Kevin Toliver II",9388,2622986,2.79818181818182,4.26
"325",35,"Malcolm Butler",9394,2621787,2.61814814814815,7.99
"326",36,"Malcolm Butler",9394,2622208,3.64725888324873,9.7
"327",37,"Malcolm Butler",9394,2622950,2.08374193548387,6.93
"328",38,"Malik Hooker",9389,2621999,2.71229249011858,6.93
"329",39,"Marcus Gilchrist",9396,2624834,3.47,5.37
"330",40,"Marcus Maye",9392,2623277,2.40007142857143,6.93
"331",41,"Marcus Williams",9397,2625532,3.30752136752137,7.85
"332",42,"Marcus Williams",9397,2625971,2.89639344262295,6.4
"333",43,"Marcus Williams",9397,2626127,2.28170454545455,3.62
"334",44,"Marlon Humphrey",9399,2626611,2.95022471910112,5.65
"335",45,"Marshon Lattimore",9397,2625976,2.933625,5.73
"336",46,"Nevin Lawson",9390,2623000,2.99972677595628,8.33
"337",47,"Nevin Lawson",9390,2623674,1.2972191011236,5.8
"338",48,"Pierre Desir",9389,2622072,3.94868421052632,5.8
"339",49,"Pierre Desir",9389,2624955,2.76177777777778,5.9
"340",50,"Rafael Bush",9391,2622792,2.64317073170732,5.63
"341",51,"Rafael Bush",9391,2622801,2.38815315315315,5.39
"342",52,"Rafael Bush",9391,2623490,2.47219008264463,5.58
"343",53,"Reggie Nelson",9396,2626245,4.7804347826087,9.54
"344",54,"Ronald Darby",9394,2621675,2.71848920863309,5.38
"345",55,"Ronald Darby",9394,2621694,2.10298507462687,7.06
"346",56,"Ronald Darby",9394,2624421,3.54407894736842,5.29
"347",57,"Ryan Lewis",9391,2623855,4.49286713286713,8.79
"348",58,"Ryan Smith",9388,2624082,4.24368055555556,7.94
"349",59,"Sean Davis",9399,2626379,3.50412371134021,5.57
"350",60,"Shawn Williams",9387,2624465,1.26326315789474,4.22
"351",61,"Shawn Williams",9387,2624483,2.76522388059702,6.11
"352",62,"Stephon Gilmore",9393,2622469,2.80088235294118,8.12
"353",63,"Stephon Gilmore",9393,2622998,3.25673469387755,5.73
"354",64,"Tramon Williams",9391,2622741,2.13284482758621,5.25
"355",65,"Tramon Williams",9391,2623756,3.42415094339623,8.97
"356",66,"Tramon Williams",9391,2624238,2.30549450549451,6.57
"357",67,"Tre'Davious White",9391,2622801,2.04581081081081,6.54
"358",68,"Trevor Williams",9398,2626069,4.46878378378378,7.97
"359",1,"Ahkello Witherspoon",9413,2652117,2.69943396226415,4.89
"360",2,"Andrew Sendejo",9411,2651164,3.62398773006135,7.61
"361",3,"Andrew Sendejo",9411,2652094,2.74495238095238,8.24
"362",4,"Avonte Maddox",9411,2651344,1.82222772277228,6.85
"363",5,"Cameron Sutton",9409,2650378,3.57171641791045,8.39
"364",6,"Casey Hayward Jr.",9410,2651997,3.52113513513514,7.5
"365",7,"Darius Slay",9406,2648613,2.55618181818182,6.69
"366",8,"Darius Slay",9406,2649827,2.9975,6.38
"367",9,"DeAndre Hopkins",9414,2653386,1.16703703703704,3.32
"368",10,"Delano Hill",9412,2652057,1.0915,3.85
"369",11,"Donte Jackson",9403,2648220,3.66464285714286,7.52
"370",12,"E.J. Gaines",9405,2650051,1.95092150170648,6.28
"371",13,"Gareon Conley",9410,2650775,4.64878378378378,7.08
"372",14,"Glover Quin",9406,2650855,2.15467032967033,5.48
"373",15,"Harrison Smith",9411,2652503,2.15046153846154,4.51
"374",16,"Harrison Smith",9411,2652511,2.90892857142857,6.43
"375",17,"Harrison Smith",9411,2652523,2.69471428571429,6.27
"376",18,"Jalen Ramsey",9407,2648286,2.56361538461538,6.7
"377",19,"Jalen Ramsey",9407,2649008,4.19154838709677,6.91
"378",20,"Jalen Ramsey",9407,2649618,1.74830303030303,3.65
"379",21,"Jalen Ramsey",9407,2649858,1.5231914893617,3.67
"380",22,"Jamal Adams",9408,2649527,6.22552380952381,9.3
"381",23,"James Bradberry",9403,2648382,2.03822580645161,4.18
"382",24,"Janoris Jenkins",9403,2649946,6.17972972972973,9.05
"383",25,"Janoris Jenkins",9403,2651019,3.28648936170213,6.95
"384",26,"Jessie Bates",9404,2648427,2.96248407643312,7.5
"385",27,"Jessie Bates",9404,2650686,2.81212121212121,4.95
"386",28,"Joe Haden",9409,2649340,3.84542056074766,6.53
"387",29,"Johnathan Joseph",9414,2653307,2.73345794392523,5.01
"388",30,"Jordan Lucas",9407,2650953,2.13957746478873,4.74
"389",31,"Jordan Lucas",9407,2650963,2.00872340425532,6.23
"390",32,"Jordan Lucas",9407,2650970,1.92722222222222,3.18
"391",33,"Jordan Lucas",9407,2650981,1.2496875,3.18
"392",34,"Justin Hardee",9415,2654253,2.50614406779661,6.42
"393",35,"Justin Hardee",9415,2654317,3.46757575757576,6.26
"394",36,"Justin Reid",9414,2653386,1.95981481481481,6.36
"395",37,"Justin Simmons",9408,2649014,3.28583333333333,6.19
"396",38,"K'Waun Williams",9413,2652117,3.11396226415094,6.34
"397",39,"Kendrick Lewis",9402,2648790,2.76161172161172,6.94
"398",40,"Kendrick Lewis",9402,2649790,1.25522133938706,7.75
"399",41,"Kendrick Lewis",9402,2650008,2.98046511627907,5.38
"400",42,"Leighton Vander Esch",9414,2652958,1.07069473684211,6.59
"401",43,"Leighton Vander Esch",9414,2653111,4.10575268817204,5.93
"402",44,"Malcolm Butler",9402,2650008,2.60201550387597,5.43
"403",45,"Malik Hooker",9401,2629201,4.37406896551724,7.93
"404",46,"Malik Hooker",9401,2629756,3.42836134453781,7.88
"405",47,"Mike Hughes",9411,2651398,2.85,8.83
"406",48,"Morris Claiborne",9408,2650414,4.12036144578313,6.28
"407",49,"Neiko Thorpe",9412,2652057,2.58377272727273,8.94
"408",50,"Nevin Lawson",9406,2651115,3.28555555555556,8.83
"409",51,"Pierre Desir",9401,2629210,5.19,9.08
"410",52,"Pierre Desir",9401,2629377,1.9404,7
"411",53,"Pierre Desir",9401,2629567,2.59720588235294,7.3
"412",54,"Quinton Dunbar",9415,2654195,2.19632183908046,5.6
"413",55,"Quinton Dunbar",9415,2654271,3.81621951219512,7.83
"414",56,"Reggie Nelson",9410,2651678,1.33486842105263,4.69
"415",57,"Sam Shields",9412,2651229,4.51690789473684,8.47
"416",58,"Sean Davis",9409,2648288,3.44724137931034,6.93
