"","player","player_id","season","week","game_id","offense","defense","rushes","exp_speed","avg_speed","avg_ybc","avg_speed_oe","speed_perc","defense_logo","team_color","game_forty"
"440","Devin Singletary",40485,2020,13,18723,"BUF","SF",16,4.8910006582737,4.69251354034007,0.75,-0.198487117933627,38.4,"https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","#00338d",4.59125110585709
"441","Devonta Freeman",8738,2019,2,13792,"ATL","PHI",11,5.25499768690629,4.66780669914042,0.818181818181818,-0.587190987765879,20.5,"https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","#a71930",4.65688106284572
"442","Devonta Freeman",8738,2019,4,13811,"ATL","TEN",11,4.83467188748446,4.50041519688153,0.181818181818182,-0.334256690602931,32.2,"https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","#a71930",4.61398326973025
"443","Devonta Freeman",8738,2019,5,13835,"ATL","HOU",11,4.93856247988614,4.92480303625731,1.36363636363636,-0.0137594436288339,46.9,"https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","#a71930",4.5600860424826
"444","Devonta Freeman",8738,2019,6,13849,"ATL","ARI",19,5.41654185244912,5.16832617353271,2.05263157894737,-0.248215678916409,36.1,"https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","#a71930",4.59968400535842
"445","Devonta Freeman",8738,2019,8,13869,"ATL","SEA",14,5.59245906557356,5.77457155374055,-0.214285714285714,0.182112488166994,55.9,"https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","#a71930",4.52708774008609
"446","Devonta Freeman",8738,2019,10,13903,"ATL","NO",10,5.20799856185913,4.8951474792938,1,-0.312851082565326,33.1,"https://a.espncdn.com/i/teamlogos/nfl/500/no.png","#a71930",4.6106834394906
"447","Devonta Freeman",8738,2019,13,13940,"ATL","NO",18,5.1692341433631,4.86706802395846,1.38888888888889,-0.302166119404649,33.6,"https://a.espncdn.com/i/teamlogos/nfl/500/no.png","#a71930",4.60885020046857
"448","Devonta Freeman",8738,2019,14,13955,"ATL","CAR",16,5.22548246383667,4.47049652161369,0.875,-0.754985942222978,12.8,"https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","#a71930",4.68511294378496
"449","Devonta Freeman",8738,2019,15,13983,"ATL","SF",14,5.17122949872698,4.95331696324915,0.714285714285714,-0.217912535477829,37.5,"https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","#a71930",4.59455093609674
"450","Devonta Freeman",8738,2019,16,13991,"ATL","JAX",14,5.34167446408953,4.90538214113782,1.64285714285714,-0.436292322951714,27.5,"https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","#a71930",4.63121571653732
"451","Devonta Freeman",8738,2019,17,14010,"ATL","TB",18,5.24369443787469,5.11633494729968,0.888888888888889,-0.127359490575012,41.7,"https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","#a71930",4.5791517283117
"452","Devonta Freeman",8738,2020,4,18591,"NYG","LA",11,5.09808787432584,4.8379165456442,2,-0.260171328681637,35.6,"https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","#0b2265",4.60151724438045
"453","Devonta Freeman",8738,2020,5,18608,"NYG","DAL",18,4.88759371969435,4.81324813856503,1.33333333333333,-0.0743455811293231,44.1,"https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","#0b2265",4.57035218100596
"454","Devonta Freeman",8738,2020,6,18615,"NYG","WAS",18,4.77659836080339,4.64055786891182,1.11111111111111,-0.136040491891571,41.3,"https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","#0b2265",4.58061831952933
"455","Devontae Booker",10770,2020,10,18674,"LV","DEN",14,4.80374200003488,4.96348767974374,1.21428571428571,0.159745679708864,54.9,"https://a.espncdn.com/i/teamlogos/nfl/500/den.png","#a5acaf",4.53075421813015
"456","Devontae Booker",10770,2020,13,18715,"LV","NYJ",14,4.91401130812509,4.30738755715704,1.28571428571429,-0.606623750968049,19.7,"https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","#a5acaf",4.65981424528096
"457","Dion Lewis",6301,2018,1,9341,"TEN","MIA",16,5.20800244808197,4.94637695742442,1.25,-0.261625490657552,35.5,"https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","#002244",4.60188389218486
"458","Dion Lewis",6301,2018,5,9402,"TEN","BUF",12,5.17161770661672,4.79004205784503,1.08333333333333,-0.381575648771689,30,"https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","#002244",4.62204952142717
"459","Dion Lewis",6301,2018,7,9432,"TEN","LAC",11,5.6396597515453,5.59087927658971,2.27272727272727,-0.0487804749555857,45.3,"https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","#002244",4.5659524073531
"460","Dion Lewis",6301,2018,9,9471,"TEN","DAL",19,5.11775471034803,5.00973935673512,0.105263157894737,-0.108015353612909,42.6,"https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","#002244",4.57585189807205
"461","Dion Lewis",6301,2018,10,9480,"TEN","NE",21,5.15437574613662,5.04958475271124,1.57142857142857,-0.104790993425378,42.7,"https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","#002244",4.57548525026764
"462","Dion Lewis",6301,2018,11,9489,"TEN","IND",11,4.7235875563188,4.17263056863379,0.545454545454545,-0.550956987685016,22.2,"https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","#002244",4.65064805017082
"463","Dion Lewis",6301,2019,16,13993,"TEN","NO",16,5.26556837558746,5.19940627566837,1.75,-0.0661620999190918,44.5,"https://a.espncdn.com/i/teamlogos/nfl/500/no.png","#002244",4.56888558978834
"464","Doug Martin",7035,2018,8,9454,"LV","IND",13,5.27245099727924,5.32316915500572,1.69230769230769,0.0507181577264752,49.8,"https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","#a5acaf",4.54945325615484
"465","Doug Martin",7035,2018,9,9459,"LV","SF",12,5.1518216530482,5.27269510450104,1.91666666666667,0.120873451452846,53.1,"https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","#a5acaf",4.53735387860945
"466","Doug Martin",7035,2018,10,9482,"LV","LAC",15,5.22876737912496,5.457528531638,1.33333333333333,0.228761152513045,58,"https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","#a5acaf",4.51938813619357
"467","Doug Martin",7035,2018,11,9495,"LV","ARI",10,5.40626158714294,5.214100887685,2.1,-0.192160699457945,38.7,"https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","#a5acaf",4.59015116244387
"468","Doug Martin",7035,2018,12,9508,"LV","BAL",11,5.21383389559659,5.28373414613503,1.63636363636364,0.0699002505384352,50.7,"https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","#a5acaf",4.54615342591519
"469","Doug Martin",7035,2018,14,9544,"LV","PIT",16,4.70200455188751,4.51179968035109,0.5625,-0.190204871536418,38.8,"https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","#a5acaf",4.58978451463947
"470","Doug Martin",7035,2018,16,9577,"LV","DEN",15,4.87108968098958,4.62752490747804,1.06666666666667,-0.243564773511544,36.3,"https://a.espncdn.com/i/teamlogos/nfl/500/den.png","#a5acaf",4.59895070974961
"471","Doug Martin",7035,2018,17,9581,"LV","KC",18,5.20448403888279,5.18414774001015,1.94444444444444,-0.0203362988726373,46.6,"https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","#a5acaf",4.56118598589582
"472","Duke Johnson Jr.",9510,2019,13,13952,"HOU","NE",10,4.88040294647217,5.12476268249629,0.5,0.244359736024127,58.7,"https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","#03202f",4.51682160156273
"473","Duke Johnson Jr.",9510,2020,9,18656,"HOU","JAX",14,4.90706472737449,4.51807363888315,-0.0714285714285714,-0.388991088491339,29.7,"https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","#03202f",4.62314946484039
"474","Duke Johnson Jr.",9510,2020,10,18668,"HOU","CLE",15,4.58114212354024,4.32471804691691,1.66666666666667,-0.256424076623336,35.7,"https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","#03202f",4.60115059657605
