"","player_name","gameid","playid","avg_speed","max_speed"
"1","Adrian Amos",13881,3228274,2.92906542056075,4.55
"2","Amani Hooker",13873,3226885,2.79516129032258,4.9
"3","Byron Murphy",13875,3225419,4.43795275590551,7.5
"4","Byron Murphy",13875,3225950,4.23756097560976,8.49
"5","Carlton Davis",13873,3223819,2.36204081632653,5.1
"6","Charvarius Ward",13881,3228402,4.40130434782609,7.12
"7","D.J. Reed Jr.",13878,3227933,3.84844827586207,8.54
"8","Daryl Worley",13877,3227616,2.84097087378641,5.48
"9","DeAndre Baker",13872,3224995,3.65984251968504,6.18
"10","Devin McCourty",13880,3227579,4.219375,6.24
"11","Emmanuel Moseley",13878,3227500,6.45175925925926,9.97
"12","Emmanuel Moseley",13878,3227733,3.26092592592593,6.13
"13","Gareon Conley",13877,3228057,4.08818181818182,6.99
"14","George Odum",13879,3226752,2.55578947368421,5.63
"15","Greedy Williams",13880,3226801,3.80170212765957,7.56
"16","Harrison Smith",13868,3204912,3.99528,8.27
"17","Isaiah Oliver",13869,3226045,1.50611111111111,2.56
"18","Ken Webster",13882,3228636,3.25389830508475,5.13
"19","Malcolm Butler",13873,3225134,3.56166666666667,5.77
"20","Malcolm Butler",13873,3226624,3.23635416666667,7.11
"21","Malcolm Butler",13873,3226901,3.7873,7.08
"22","Marcus Williams",13875,3225278,4.1508,7.32
"23","Marquise Blair",13869,3224640,3.65436781609195,7.92
"24","Marquise Blair",13869,3226117,2.40506666666667,5.15
"25","Marquise Blair",13869,3226159,2.20373333333333,4.76
"26","Marshon Lattimore",13875,3224900,2.13267326732673,7.43
"27","Marshon Lattimore",13875,3225278,5.4253,8.41
"28","Michael Davis",13871,3224016,2.90081818181818,5.42
"29","Michael Davis",13871,3224034,3.73655913978495,7.1
"30","Michael Davis",13871,3226015,5.94779411764706,8.29
"31","Mike Ford",13872,3224572,3.79231481481481,6.44
"32","Mike Hughes",13868,3204912,3.65456,9.05
"33","Prince Amukamara",13871,3224884,2.22763779527559,5.08
"34","Prince Amukamara",13871,3226050,2.84059829059829,6.96
"35","Rashaan Melvin",13872,3226180,2.46217948717949,5.54
"36","Rayshawn Jenkins",13871,3224419,5.23544554455446,7.89
"37","Steven Nelson",13882,3228599,3.8971875,7.41
"38","Steven Nelson",13882,3228809,3.42846715328467,7.66
"39","Steven Nelson",13882,3228848,3.21726495726496,7.09
"40","Steven Nelson",13882,3228883,2.22539568345324,6.85
"41","Tedric Thompson",13869,3224968,3.00388059701493,5.67
"42","Tedric Thompson",13869,3225253,4.17506493506493,5.36
"43","Terrell Edmunds",13882,3228885,3.71511627906977,7.8
"44","Troy Hill",13874,3226024,2.50288590604027,4.81
"45","Troy Hill",13874,3226620,2.57790476190476,5.19
"46","Troy Hill",13874,3226645,4.03471337579618,7.48
"47","Xavien Howard",13882,3228699,4.09422535211268,7.07
