"","player_name","gameid","playid","avg_speed","max_speed"
"1","Amani Hooker",18618,3604079,4.10238636363636,7.51
"2","Amani Oruwariye",18613,3604865,3.48201298701299,6.97
"3","Anthony Averett",18616,3603094,3.17955,6.16
"4","Bashaud Breeland",18611,3607383,2.22472727272727,4.71
"5","Bashaud Breeland",18611,3607532,3.0519298245614,6.36
"6","Bobby McCain",18675,3606092,3.40423913043478,5.4
"7","Bobby McCain",18675,3606622,3.85883333333333,5.8
"8","Bradley Roby",18618,3603882,4.30858823529412,7.46
"9","Bradley Roby",18618,3604456,1.78266055045872,4.72
"10","Byron Jones",18675,3606370,3.05718446601942,6.56
"11","Byron Jones",18675,3606373,3.49025641025641,7.01
"12","Byron Jones",18675,3606622,3.86975,7.06
"13","Cameron Dantzler",18614,3603807,3.44663043478261,7.69
"14","Cameron Dantzler",18614,3604549,3.53083333333333,7.76
"15","Deionte Thompson",18623,3607861,1.60295275590551,5.48
"16","DeShon Elliott",18616,3604475,1.30910798122066,5.71
"17","Dre Kirkpatrick",18623,3607794,5.42093023255814,7.99
"18","Duron Harmon",18613,3605825,1.90781818181818,4.03
"19","Emmanuel Moseley",18622,3607151,3.22425,7.16
"20","Emmanuel Moseley",18622,3607213,2.42985365853659,9.42
"21","James Bradberry",18615,3603043,3.84238095238095,7.47
"22","Jessie Bates III",18612,3604165,2.88107438016529,5.39
"23","Jessie Bates III",18612,3605042,2.55794520547945,6.27
"24","Jimmy Smith",18616,3604475,1.50866564417178,7.46
"25","Jimmy Smith",18616,3605101,2.37738095238095,6.44
"26","Jimmy Smith",18616,3605966,2.82102040816327,6.23
"27","Jordan Poyer",18611,3607380,3.03423076923077,6.82
"28","Jordan Whitehead",18621,3606273,3.32547008547009,7.57
"29","Jordan Whitehead",18621,3606506,2.88264705882353,4.02
"30","Josh Norman",18611,3607283,3.84704225352113,6.56
"31","Josh Norman",18611,3607378,3.52264367816092,6.56
"32","Kendall Fuller",18615,3603481,3.30714285714286,6.3
"33","Kenny Vaccaro",18618,3603093,2.43358695652174,4.26
"34","Kevin Peterson",18623,3607802,4.53112676056338,7.14
"35","Malcolm Butler",18618,3604054,2.54385416666667,7.28
"36","Malcolm Butler",18618,3604079,2.66079545454545,5.33
"37","Malcolm Butler",18618,3605158,3.18702928870293,10.21
"38","Malcolm Butler",18618,3605240,3.29878260869565,7.3
"39","Marcus Gilchrist",18616,3604475,0.900747217806041,3.04
"40","Micah Hyde",18611,3607378,3.25471264367816,5.73
"41","Michael Ojemudia",18601,3605509,3.07849397590361,9.1
"42","Rasul Douglas",18627,3604667,3.31575757575758,6.74
"43","Ricardo Allen",18614,3605097,3.53317647058824,5.24
"44","Ryan Lewis",18615,3603065,4.12384615384615,6.35
"45","Ryan Lewis",18615,3604157,1.2728125,3.77
"46","Shaq Thompson",18627,3604582,3.85845070422535,8.14
"47","Sidney Jones",18613,3603823,1.07119047619048,5.71
"48","Steven Nelson",18617,3603888,5.40506944444444,9.31
"49","Steven Nelson",18617,3604368,3.48281818181818,7.51
"50","Taron Johnson",18611,3607509,4.72351851851852,7.29
"51","Xavier Rhodes",18612,3603345,5.81625,8.97
